Date,City,Location_Type,Society_Project,Block_Sector,Size,Price_PKR,Price_Per_Marla_PKR,Development_Status,Year,Month,Days_Since_Start
11/1/2021,Rawalpindi,Residential,Faisal Hills,Block A,17 Marla,9010000,530000,Under Development,2021,11,656
11/1/2021,Rawalpindi,Residential,Faisal Hills,Block A,18 Marla,9540000,530000,Under Development,2021,11,656
11/1/2021,Rawalpindi,Residential,Faisal Hills,Block A,19 Marla,10070000,530000,Under Development,2021,11,656
11/1/2021,Rawalpindi,Residential,Faisal Hills,Block A,20 Marla,10600000,530000,Under Development,2021,11,656
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,4 Marla,1680000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,6 Marla,2520000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,7 Marla,2940000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,8 Marla,3360000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,9 Marla,3780000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,11 Marla,4620000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,12 Marla,5040000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,13 Marla,5460000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,14 Marla,5880000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,15 Marla,6300000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,16 Marla,6720000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,17 Marla,7140000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,18 Marla,7560000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,19 Marla,7980000,420000,Under Development,2021,11,670
11/15/2021,Rawalpindi,Residential,Faisal Hills,Block B,20 Marla,8400000,420000,Under Development,2021,11,670
12/1/2021,Islamabad,Residential,Faisal Town,Block B,4 Marla,5000000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,6 Marla,7500000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,7 Marla,8750000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,8 Marla,10000000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,9 Marla,11250000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,11 Marla,13750000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,12 Marla,15000000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,13 Marla,16250000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,14 Marla,17500000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,15 Marla,18750000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,16 Marla,20000000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,17 Marla,21250000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,18 Marla,22500000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,19 Marla,23750000,1250000,Fully Developed,2021,12,686
12/1/2021,Islamabad,Residential,Faisal Town,Block B,20 Marla,25000000,1250000,Fully Developed,2021,12,686
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,4 Marla,1320000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,6 Marla,1980000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,7 Marla,2310000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,8 Marla,2640000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,9 Marla,2970000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,11 Marla,3630000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,12 Marla,3960000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,13 Marla,4290000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,14 Marla,4620000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,15 Marla,4950000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,16 Marla,5280000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,17 Marla,5610000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,18 Marla,5940000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,19 Marla,6270000,330000,Under Development,2022,1,725
1/10/2022,Rawalpindi,Residential,Grace Valley,Block A,20 Marla,6600000,330000,Under Development,2022,1,725
1/15/2022,Islamabad,Residential,Faisal Town,Block A,4 Marla,4720000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,6 Marla,7080000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,7 Marla,8260000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,8 Marla,9440000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,9 Marla,10620000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,11 Marla,12980000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,12 Marla,14160000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,13 Marla,15340000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,14 Marla,16520000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,15 Marla,17700000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,16 Marla,18880000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,17 Marla,20060000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,18 Marla,21240000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,19 Marla,22420000,1180000,Fully Developed,2022,1,730
1/15/2022,Islamabad,Residential,Faisal Town,Block A,20 Marla,23600000,1180000,Fully Developed,2022,1,730
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,4 Marla,1180000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,6 Marla,1770000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,7 Marla,2065000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,8 Marla,2360000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,9 Marla,2655000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,11 Marla,3245000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,12 Marla,3540000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,13 Marla,3835000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,14 Marla,4130000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,15 Marla,4425000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,16 Marla,4720000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,17 Marla,5015000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,18 Marla,5310000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,19 Marla,5605000,295000,Under Development,2022,1,735
1/20/2022,Rawalpindi,Residential,Grace Valley,Block B,20 Marla,5900000,295000,Under Development,2022,1,735
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,4 Marla,2200000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,6 Marla,3300000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,7 Marla,3850000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,8 Marla,4400000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,9 Marla,4950000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,11 Marla,6050000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,12 Marla,6600000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,13 Marla,7150000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,14 Marla,7700000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,15 Marla,8250000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,16 Marla,8800000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,17 Marla,9350000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,18 Marla,9900000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,19 Marla,10450000,550000,Under Development,2022,2,748
2/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,20 Marla,11000000,550000,Under Development,2022,2,748
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,4 Marla,1720000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,6 Marla,2580000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,7 Marla,3010000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,8 Marla,3440000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,9 Marla,3870000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,11 Marla,4730000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,12 Marla,5160000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,13 Marla,5590000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,14 Marla,6020000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,15 Marla,6450000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,16 Marla,6880000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,17 Marla,7310000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,18 Marla,7740000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,19 Marla,8170000,430000,Under Development,2022,2,762
2/15/2022,Rawalpindi,Residential,Faisal Hills,Block B,20 Marla,8600000,430000,Under Development,2022,2,762
3/1/2022,Islamabad,Residential,Faisal Town,Block B,4 Marla,5400000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,6 Marla,8100000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,7 Marla,9450000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,8 Marla,10800000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,9 Marla,12150000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,11 Marla,14850000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,12 Marla,16200000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,13 Marla,17550000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,14 Marla,18900000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,15 Marla,20250000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,16 Marla,21600000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,17 Marla,22950000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,18 Marla,24300000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,19 Marla,25650000,1350000,Fully Developed,2022,3,775
3/1/2022,Islamabad,Residential,Faisal Town,Block B,20 Marla,27000000,1350000,Fully Developed,2022,3,775
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,4 Marla,1360000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,6 Marla,2040000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,7 Marla,2380000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,8 Marla,2720000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,9 Marla,3060000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,11 Marla,3740000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,12 Marla,4080000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,13 Marla,4420000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,14 Marla,4760000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,15 Marla,5100000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,16 Marla,5440000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,17 Marla,5780000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,18 Marla,6120000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,19 Marla,6460000,340000,Under Development,2022,4,815
4/10/2022,Rawalpindi,Residential,Grace Valley,Block A,20 Marla,6800000,340000,Under Development,2022,4,815
4/15/2022,Islamabad,Residential,Faisal Town,Block A,4 Marla,5120000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,6 Marla,7680000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,7 Marla,8960000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,8 Marla,10240000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,9 Marla,11520000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,11 Marla,14080000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,12 Marla,15360000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,13 Marla,16640000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,14 Marla,17920000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,15 Marla,19200000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,16 Marla,20480000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,17 Marla,21760000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,18 Marla,23040000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,19 Marla,24320000,1280000,Fully Developed,2022,4,821
4/15/2022,Islamabad,Residential,Faisal Town,Block A,20 Marla,25600000,1280000,Fully Developed,2022,4,821
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,4 Marla,1240000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,6 Marla,1860000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,7 Marla,2170000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,8 Marla,2480000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,9 Marla,2790000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,11 Marla,3410000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,12 Marla,3720000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,13 Marla,4030000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,14 Marla,4340000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,15 Marla,4650000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,16 Marla,4960000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,17 Marla,5270000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,18 Marla,5580000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,19 Marla,5890000,310000,Under Development,2022,4,825
4/20/2022,Rawalpindi,Residential,Grace Valley,Block B,20 Marla,6200000,310000,Under Development,2022,4,825
5/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,4 Marla,2240000,560000,Under Development,2022,5,838
5/1/2022,Rawalpindi,Residential,Faisal Hills,Block A,6 Marla,3360000,560000,Under Development,2022,5,838
